listing_id,date
75590,2013-08-02
75590,2013-08-09
75590,2013-08-16
75590,2013-08-19
75590,2013-08-28
75590,2015-07-11
75590,2015-07-31
75590,2015-08-10
75590,2015-08-31
75590,2016-07-08
109193,2012-01-04
109193,2012-07-04
109193,2012-08-11
109193,2014-06-05
109193,2014-06-16
109193,2014-07-24
109193,2014-08-17
109193,2015-05-10
109193,2015-05-18
109193,2015-06-20
109193,2015-07-20
109193,2015-08-03
109193,2016-05-18
109193,2016-05-30
109193,2016-06-17
109193,2016-07-05
109193,2016-07-19
109193,2016-08-01
109193,2016-10-17
109193,2017-05-02
109193,2017-05-30
109193,2017-06-29
109193,2017-07-09
109193,2017-07-25
109193,2018-06-24
109193,2018-07-09
109193,2018-07-29
109193,2019-07-28
109193,2019-08-06
109193,2019-08-16
109193,2022-07-10
149587,2012-07-02
149587,2012-07-24
149587,2015-07-31
149587,2016-07-31
149587,2017-07-23
149587,2017-08-12
149587,2019-07-27
149587,2019-08-01
149587,2019-08-06
149587,2019-08-20
164448,2011-07-30
164448,2011-08-16
164448,2011-08-24
164448,2011-09-11
164448,2011-09-26
164448,2011-10-01
164448,2011-10-24
164448,2011-10-27
164448,2012-03-30
164448,2012-08-03
164448,2012-08-27
164448,2012-09-03
164448,2012-09-07
164448,2012-09-19
164448,2012-09-22
164448,2012-10-05
164448,2012-10-07
164448,2012-11-25
164448,2012-12-02
164448,2012-12-17
164448,2013-01-04
164448,2013-05-15
164448,2013-05-24
164448,2013-06-06
164448,2013-06-11
164448,2013-06-16
164448,2013-06-19
164448,2013-06-24
164448,2013-06-30
164448,2013-07-03
164448,2013-07-06
164448,2013-07-19
164448,2013-07-30
164448,2013-08-14
164448,2013-08-26
164448,2013-08-30
164448,2013-09-02
164448,2013-09-04
164448,2013-09-06
164448,2013-10-05
164448,2013-10-14
164448,2013-11-04
164448,2013-11-11
164448,2013-12-02
164448,2014-05-24
164448,2014-06-04
164448,2014-06-08
164448,2014-06-16
164448,2014-08-28
164448,2014-08-31
164448,2014-09-09
164448,2014-09-11
164448,2014-09-16
164448,2014-10-02
164448,2014-10-07
164448,2014-11-26
164448,2014-12-09
164448,2015-03-23
164448,2015-04-20
164448,2015-05-04
164448,2015-05-26
164448,2015-05-29
164448,2015-06-03
164448,2015-06-11
164448,2015-06-13
164448,2015-06-15
164448,2015-06-19
164448,2015-06-25
164448,2015-07-09
164448,2015-07-11
164448,2015-07-13
164448,2015-07-17
164448,2015-07-19
164448,2015-07-21
164448,2015-07-23
164448,2015-08-08
164448,2015-08-15
164448,2015-08-18
164448,2015-08-20
164448,2015-08-26
164448,2015-08-29
164448,2015-09-01
164448,2015-09-03
164448,2015-09-06
164448,2015-09-08
164448,2015-09-11
164448,2015-09-14
164448,2015-09-18
164448,2015-10-02
164448,2015-10-07
164448,2015-10-15
164448,2015-10-21
164448,2015-10-26
164448,2015-11-03
164448,2015-11-23
164448,2015-12-01
164448,2015-12-07
164448,2015-12-17
164448,2016-01-03
164448,2016-01-18
164448,2016-01-27
164448,2016-02-09
164448,2016-02-11
164448,2016-02-13
164448,2016-02-16
164448,2016-02-23
164448,2016-02-29
164448,2016-03-10
164448,2016-03-13
164448,2016-04-02
164448,2016-04-04
164448,2016-04-07
164448,2016-04-11
164448,2016-04-16
164448,2016-04-30
164448,2016-05-02
164448,2016-05-20
164448,2016-05-22
164448,2016-05-25
164448,2016-06-02
164448,2016-06-05
164448,2016-06-10
164448,2016-06-16
164448,2016-06-19
164448,2016-06-23
164448,2016-06-26
164448,2016-06-29
164448,2016-07-01
164448,2016-07-03
164448,2016-07-08
164448,2016-07-26
164448,2016-07-30
164448,2016-07-31
164448,2016-08-03
164448,2016-08-05
164448,2016-08-09
164448,2016-08-11
164448,2016-08-15
164448,2016-08-19
164448,2016-08-20
164448,2016-08-30
164448,2016-09-03
164448,2016-09-05
164448,2016-09-16
164448,2016-09-19
164448,2016-09-22
164448,2016-09-26
164448,2016-09-28
164448,2016-10-01
164448,2016-10-05
164448,2016-10-11
164448,2016-10-15
164448,2016-10-18
164448,2016-10-22
164448,2016-11-19
164448,2016-11-27
164448,2016-12-02
164448,2016-12-06
164448,2016-12-09
164448,2016-12-17
164448,2017-01-10
164448,2017-01-16
164448,2017-01-20
164448,2017-01-30
164448,2017-02-02
164448,2017-02-05
164448,2017-02-07
164448,2017-02-10
164448,2017-02-14
164448,2017-02-18
164448,2017-03-12
164448,2017-03-22
164448,2017-03-26
164448,2017-03-29
164448,2017-03-31
164448,2017-04-02
164448,2017-04-09
164448,2017-04-24
164448,2017-04-30
164448,2017-05-06
164448,2017-05-09
164448,2017-05-21
164448,2017-05-24
164448,2017-05-27
164448,2017-05-30
164448,2017-06-05
164448,2017-06-11
164448,2017-06-16
164448,2017-06-19
164448,2017-06-26
164448,2017-07-03
164448,2017-07-17
164448,2017-07-22
164448,2017-07-25
164448,2017-08-04
164448,2017-08-06
164448,2017-08-08
164448,2017-08-15
164448,2017-08-18
164448,2017-08-20
164448,2017-08-23
164448,2017-08-27
164448,2017-08-30
164448,2017-09-04
164448,2017-09-08
164448,2017-09-11
164448,2017-09-15
164448,2017-09-22
164448,2017-09-25
164448,2017-09-29
164448,2017-10-03
164448,2017-10-14
164448,2017-10-18
164448,2017-10-28
164448,2017-10-31
164448,2017-11-12
164448,2017-11-27
164448,2017-12-06
164448,2017-12-10
164448,2018-02-12
164448,2018-02-17
164448,2018-02-21
164448,2018-03-16
164448,2018-04-07
164448,2018-04-12
164448,2018-04-30
164448,2018-05-04
164448,2018-05-08
164448,2018-05-14
164448,2018-05-18
164448,2018-05-23
164448,2018-05-27
164448,2018-05-31
164448,2018-06-10
164448,2018-06-13
164448,2018-06-25
164448,2018-06-29
164448,2018-07-06
164448,2018-07-13
164448,2018-07-16
164448,2018-07-20
164448,2018-08-14
164448,2018-08-24
164448,2018-08-28
164448,2018-08-31
164448,2018-09-03
164448,2018-09-20
164448,2018-09-29
164448,2018-10-07
164448,2018-10-17
164448,2018-10-21
164448,2018-10-24
164448,2018-11-19
164448,2018-11-25
164448,2018-11-28
164448,2018-12-03
164448,2018-12-17
164448,2018-12-22
164448,2018-12-26
164448,2018-12-29
164448,2019-01-20
164448,2019-02-11
164448,2019-02-28
164448,2019-03-10
164448,2019-03-16
164448,2019-03-30
164448,2019-04-14
164448,2019-04-22
164448,2019-04-27
164448,2019-04-30
164448,2019-05-04
164448,2019-05-08
164448,2019-05-12
164448,2019-05-19
164448,2019-05-22
164448,2019-05-27
164448,2019-05-30
164448,2019-06-02
164448,2019-06-08
164448,2019-06-13
164448,2019-06-16
164448,2019-06-19
164448,2019-06-27
164448,2019-07-01
164448,2019-07-11
164448,2019-07-26
164448,2019-07-30
164448,2019-08-02
164448,2019-08-05
164448,2019-08-09
164448,2019-08-13
164448,2019-08-18
164448,2019-08-21
164448,2019-08-24
164448,2019-08-27
164448,2019-08-30
164448,2019-09-04
164448,2019-09-08
164448,2019-09-14
164448,2019-09-18
164448,2019-09-22
164448,2019-09-26
164448,2019-10-02
164448,2019-10-13
164448,2019-10-21
164448,2019-10-25
164448,2019-11-15
164448,2019-11-19
164448,2019-11-29
164448,2019-12-09
164448,2019-12-31
164448,2020-01-05
164448,2020-01-29
164448,2021-07-30
164448,2021-08-13
164448,2021-08-18
164448,2021-08-26
164448,2021-09-01
164448,2021-09-25
164448,2021-10-17
164448,2021-10-23
164448,2021-11-08
164448,2021-12-31
164448,2022-01-14
164448,2022-04-01
164448,2022-04-28
164448,2022-06-03
164448,2022-06-06
164448,2022-06-19
164448,2022-06-25
164448,2022-06-30
164448,2022-07-17
164448,2022-07-26
164448,2022-07-31
164448,2022-08-03
164448,2022-08-06
164448,2022-08-13
164448,2022-08-15
164448,2022-08-19
164448,2022-08-23
164448,2022-08-26
164448,2022-09-03
164448,2022-09-06
164448,2022-09-09
164448,2022-09-13
170651,2011-08-14
170651,2011-09-02
170651,2011-09-29
170651,2011-12-14
170651,2012-03-17
170651,2012-04-12
170651,2012-05-21
170651,2012-07-10
170651,2012-07-18
170651,2012-08-04
170651,2013-05-13
170651,2013-05-27
170651,2013-08-16
170651,2014-12-27
170651,2015-04-21
170651,2015-04-24
170651,2015-08-04
170651,2015-08-15
170651,2015-08-25
170651,2016-06-12
170651,2016-07-23
170651,2017-06-26
170651,2017-07-03
170651,2017-07-23
170651,2017-09-03
170651,2018-09-22
170651,2018-12-02
170651,2019-01-25
170651,2019-05-01
170651,2019-05-12
170651,2019-05-20
170651,2019-06-03
170651,2019-09-01
170651,2020-03-09
170651,2021-07-25
170651,2021-08-23
170651,2021-09-05
170651,2021-10-26
170651,2021-12-08
170651,2022-05-08
170651,2022-05-30
206221,2011-11-30
206221,2011-12-16
206221,2012-02-02
206221,2012-04-25
206221,2012-05-02
206221,2012-06-05
206221,2012-06-11
206221,2012-06-18
206221,2012-06-25
206221,2012-08-14
206221,2012-08-22
206221,2012-09-03
206221,2012-09-11
206221,2012-11-07
206221,2012-11-27
206221,2013-08-08
206221,2013-09-13
206221,2013-10-08
206221,2014-05-04
206221,2014-05-12
206221,2014-05-28
206221,2014-06-15
206221,2014-08-21
206221,2014-08-29
206221,2014-09-23
206221,2014-09-27
206221,2014-10-21
206221,2015-06-19
206221,2015-08-12
206221,2015-09-11
206221,2015-09-17
206221,2015-10-05
206221,2015-10-13
206221,2015-10-18
206221,2015-11-16
206221,2016-01-25
206221,2016-02-14
206221,2016-05-15
206221,2016-05-28
206221,2016-06-07
206221,2016-06-28
206221,2016-08-25
206221,2016-08-29
206221,2016-09-05
206221,2017-04-30
206221,2017-05-08
206221,2017-05-15
206221,2017-05-21
206221,2017-06-01
206221,2017-06-14
206221,2017-08-19
206221,2017-08-25
206221,2017-08-30
206221,2017-09-05
206221,2017-09-16
206221,2017-10-23
206221,2018-02-04
206221,2018-03-12
206221,2018-05-14
206221,2018-06-02
206221,2018-06-05
206221,2018-07-04
206221,2018-08-03
206221,2018-08-28
206221,2018-09-03
206221,2018-09-10
206221,2018-10-16
206221,2018-10-22
206221,2019-02-04
206221,2019-02-10
206221,2019-03-11
206221,2019-03-18
206221,2019-05-05
206221,2019-05-26
206221,2019-06-02
206221,2019-06-07
206221,2019-06-11
206221,2019-08-13
206221,2019-12-08
220851,2011-09-29
220851,2011-10-16
220851,2012-05-08
220851,2012-06-03
220851,2012-06-18
220851,2012-08-27
220851,2014-04-29
220851,2014-06-02
220851,2014-09-01
220851,2015-01-04
220851,2015-02-05
220851,2015-04-30
220851,2015-08-31
220851,2015-09-07
220851,2015-10-06
220851,2015-11-15
220851,2016-02-12
220851,2016-03-15
220851,2016-05-07
220851,2016-05-15
220851,2016-05-22
220851,2016-05-27
220851,2016-06-13
220851,2016-08-26
220851,2016-09-01
220851,2016-09-08
220851,2016-09-22
220851,2017-05-01
220851,2017-05-07
220851,2017-08-16
220851,2017-08-21
220851,2017-08-28
220851,2017-08-31
220851,2017-09-08
220851,2017-09-24
220851,2018-11-19
220851,2018-12-16
220851,2019-01-23
220851,2019-02-11
220851,2019-03-12
220851,2019-04-16
220851,2019-06-21
220851,2019-08-04
220851,2019-08-17
220851,2019-08-23
220851,2019-10-07
220851,2020-02-05
220851,2020-10-02
220851,2021-08-08
220851,2021-08-15
220851,2021-09-27
220851,2022-04-17
220851,2022-04-27
220851,2022-05-09
220851,2022-05-19
220851,2022-06-02
220851,2022-06-19
220851,2022-07-01
238411,2011-11-28
238411,2012-01-03
238411,2012-04-07
238411,2012-04-12
238411,2012-04-14
238411,2012-04-17
238411,2012-05-02
238411,2012-05-05
238411,2012-05-08
238411,2012-05-12
238411,2012-05-23
238411,2012-05-28
238411,2012-06-02
238411,2012-06-09
238411,2012-06-21
238411,2012-07-06
238411,2012-08-06
238411,2012-08-19
238411,2012-08-28
238411,2012-09-03
238411,2012-09-06
238411,2012-09-19
238411,2012-09-26
238411,2012-09-29
238411,2012-10-14
238411,2012-10-30
238411,2012-11-03
238411,2012-11-19
238411,2012-11-23
238411,2012-11-28
238411,2012-12-11
238411,2012-12-17
238411,2013-01-05
238411,2013-02-02
238411,2013-02-11
238411,2013-02-18
238411,2013-02-26
238411,2013-03-07
238411,2013-03-12
238411,2013-03-25
238411,2013-04-06
238411,2013-04-15
238411,2013-04-22
238411,2013-04-29
238411,2013-05-05
238411,2013-05-17
238411,2013-05-20
238411,2013-05-29
238411,2013-06-04
238411,2013-06-18
238411,2013-07-20
238411,2013-09-17
238411,2013-11-18
238411,2014-01-27
238411,2014-04-16
238411,2014-05-08
238411,2014-05-09
238411,2014-05-12
238411,2014-05-23
238411,2014-06-13
238411,2014-06-16
238411,2014-06-27
238411,2014-06-30
238411,2014-07-07
238411,2014-08-15
238411,2014-08-18
238411,2014-08-21
238411,2014-09-09
238411,2014-09-16
238411,2014-09-29
238411,2014-10-16
238411,2014-10-20
238411,2014-12-02
238411,2015-05-03
238411,2015-05-17
238411,2015-05-22
